Title,cast,crew,genres,final_tag,movie_id
The Snow Queen,IvanOkhlobystin DmitriyNagiev,VladlenBarbe MaksimSveshnikov,Animation Fantasy,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost. ru ",164372.0
Alpha and Omega: The Legend of the Saw Tooth Cave,DeeDeeGreene BenDiskin,RichardRich,Family Animation Comedy Adventure,"The Alphas and Omegas share a thrilling adventure after Runt discovers the Saw Tooth Cave. Runt finds a wolf in need and lends a helping paw. Stars Ben Diskin &amp; Kate Higgins.  American computer-animated action-comedy/fantasy film exclusively from Walmart. It is the fourth film in the Alpha and Omega franchise and the sequel to Alpha and Omega, A Howl-iday Adventure, and The Great Wolf Games. en ",294512.0
Pale Rider,ClintEastwood MichaelMoriarty,ClintEastwood,Romance Western,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff. en gunslinger showdown marshal blackmail mine settler goldminingtown violence killer preacher goldminer strangeperson,8879.0
Stargate: The Ark of Truth,BenBrowder AmandaTapping,RobertC.Cooper,Adventure ScienceFiction,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies. en wormhole spacetravel supernaturalpowers spaceship alien",13001.0
Dazed and Confused,JasonLondon RoryCochrane,RichardLinklater,Comedy Drama,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge. en 1970s texas highschool comedy comingofage summer teenager perioddrama greatsoundtrack",9571.0
High School Musical 2,ZacEfron VanessaHudgens,KennyOrtega,Comedy Drama Family Music,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show. en musical music summer teenager summerjob countryclub",13649.0
Two Lovers and a Bear,DaneDeHaan TatianaMaslany,KimNguyen,Drama Romance,"Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace. en smalltown lovers bear northpole",325373.0
Criminal Activities,DanStevens JohnTravolta,JackieEarleHaley,Thriller Crime Drama,Four young men make a risky investment together that puts them in trouble with the mob. en mobster moneyproblems borrow trouble classmates investment bűnösutakon,334527.0
Aimee & Jaguar,MariaSchrader JulianeKöhler,MaxFärberböck,Drama History Romance,"Berlin 1943/44 (""The Battle of Berlin""). Felice, an intelligent and courageous Jewish woman who lives under a false name, belongs to an underground organization. Lilly, a devoted mother of four, though an occasional unfaithful wife, is desperate for love. An unusual and passionate love between them blossoms despite the danger of persecution and nightly bombing raids. The Gestapo is on Felice's trail. Her friends flee, she decides to sit out the war with Lilly. One hot day in August 1944, the Gestapo is waiting in Lilly's flat... de berlin jew forbiddenlove lesbianrelationship homosexuality lesbianinterest",2211.0
The Chumscrubber,JamieBell CamillaBelle,AriePosin,Comedy Drama,"The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days. en suicide fathersonrelationship surreal independentfilm parallelworld",13919.0
Shade,StuartTownsend GabrielByrne,DamianNieman,Action Thriller Crime,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea. en ",14576.0
House at the End of the Street,JenniferLawrence MaxThieriot,MarkTonderai,Horror Thriller,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over. en motherdaughterrelationship crossdressing violence mothersonrelationship fathersonconflict",82505.0
Incendies,LubnaAzabal MélissaDésormeaux-Poulin,DenisVilleneuve,Drama War Mystery,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love. fr prison middleeast rape muslim militia interpreter son christian orphanage swimmingpool massacre checkpoint politicalassassination twins will",46738.0
"Remember Me, My Love",FabrizioBentivoglio LauraMorante,GabrieleMuccino,Drama Comedy Romance,"The story of a normal Italian family in which come out the dreams of those who have lost their possibilities and of those who want to realize them. Carlo and Giulia are a married couple who have each given up their aspirations in order to live an average life. Their 19-year-old son, Paolo, is having trouble finding an identity, while their 18-year-old daughter, Valentina, has already figured out how to use sex to her advantage. The family goes through a crisis when Carlo begins having an affair, Giulia attempt to seduce the director of a local stage production she is in, and Valentina does what she does best to land an audition for a TV show it eroticism",38970.0
Perrier’s Bounty,CillianMurphy BrendanGleeson,IanFitzgibbon,Action Comedy Crime Drama,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies. en suspense,41009.0
Elite Squad,WagnerMoura CaioJunqueira,JoséPadilha,Drama Action Crime,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged. pt slum policebrutality brazilian warondrugs riodejaneiro drugtraffic drugdealer torturebythepolice specialforces lawenforcement",7347.0
Annabelle,AnnabelleWallis WardHorton,JohnR.Leonetti,Horror,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle. en prequel evildoll killerdoll spinoff doll demonicpossession killertoys toycomestolife",250546.0
Bran Nue Dae,RockyMcKenzie GeoffreyRush,RachelPerkins,Comedy Drama Foreign Romance,"In the Summer of 1965 a young man is filled with the life of the idyllic old pearling port Broome - fishing, hanging out with his mates and his girl. However his mother returns him to the religious mission for further schooling. After being punished for an act of youthful rebellion, he runs away from the mission on a journey that ultimately leads him back home. en musical womandirector",38415.0
Boyz n the Hood,LaurenceFishburne CubaGoodingJr.,JohnSingleton,Crime Drama,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis. en streetgang blackpeople rapmusic hip-hop streetwar rapper violenceinschools losangeles,650.0
La Bamba,LouDiamondPhillips DaniellevonZerneck,LuisValdez,Drama Music,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash. en musical death dyingyoung nostalgic mexicanamerican risingstar maritalrape,16620.0
The Four Seasons,AlanAlda CarolBurnett,AlanAlda,Comedy Drama Romance,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises. en ",25113.0
Dressed to Kill,MichaelCaine AngieDickinson,BrianDePalma,Horror Mystery Thriller,"A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it. en transvestism taxi prostitute subway shower one-nightstand manipulation nightmare seduction photography friendship assault alterego murder stalking violence psychiatrist interrogation desire guilt extramaritalaffair hitchcockian straightrazor exhibitionism elevator darksecrets whitegloves",11033.0
The Adventures of Huck Finn,ElijahWood CourtneyB.Vance,StephenSommers,Action Adventure Drama Family,"Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave en southernaccent wantedman lynchmob reflectioninwater lesson nosebleed bloodhound fakeaccent gravedigging",34723.0
Go,SarahPolley KatieHolmes,DougLiman,Crime Comedy Thriller,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life. en ecstasy drugdealing drug referencetofamilycircus high bisexualman multiplestorylines",9430.0
Friends with Money,CatherineKeener JasonIsaacs,NicoleHolofcener,Comedy Drama Romance,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends. en midlifecrisis marriage money divorce fashion womandirector",8998.0
The Andromeda Strain,ArthurHill DavidWayne,RobertWise,ScienceFiction Thriller,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents.. en nasa newmexico biologicalweapon epilepsy secretlab alienphenomenons chemistry biology suspense nuclearthreat science",10514.0
Bats,LouDiamondPhillips DinaMeyer,LouisMorneau,Horror Thriller,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them. en mutation bat attack closedmine batattack boyeaten,10496.0
Nowhere in Africa,JulianeKöhler MerabNinidze,CarolineLink,Drama,"A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor. de lossoffamily emigration worldwarii jew nationalsocialism kenia onlychild farm marriagecrisis capture womandirector emigrant",1591.0
Shame,MichaelFassbender CareyMulligan,SteveMcQueen,Drama,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control. en pornography brothersisterrelationship sexaddiction newyorkcity thirtysomething sexaddict",76025.0
Layer Cake,DanielCraig TomHardy,MatthewVaughn,Drama Thriller Crime,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin... en kidnapping ecstasy drugtraffic drugmule hitman missionofmurder plannedmurder drugsmuggle exit murder",4836.0
The Work and the Glory II: American Zion,SamHennings BrendaStrong,SterlingVanWagenen,Drama,"""The Work and The Glory: American Zion"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. ""The Work and the Glory: American Zion"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America. en ",14631.0
The East,BritMarling AlexanderSkarsgård,ZalBatmanglij,Drama Thriller,An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations. en secretorganization murder environmentalism vanityfilm eco-terrorists multiplefelonies,87499.0
A Home at the End of the World,ColinFarrell DallasRoberts,MichaelMayer,Romance Drama,"Three friends form a bond over the year, Johnathan is gay, Clare is straight and Bobby is neither, instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three. en gay aids basedonnovel arthouse tantrum bisexual lgbt",18923.0
Aberdeen,StellanSkarsgård LenaHeadey,HansPetterMoland,Drama Comedy Foreign,"Kaisa is a Scot, a successful London lawyer, who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect her alcoholic dad whom she hasn't seen in years. en alcohol cocaine daughter roadtrip independentfilm lawyer",26665.0
The Messenger,BenFoster WoodyHarrelson,OrenMoverman,Drama History,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death. en independentfilm wounded soldier iraqwar",28089.0
Tracker,RayWinstone TemueraMorrison,IanSharp,Action Drama Thriller Adventure,"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous en ",62255.0
Control,SamRiley SamanthaMorton,AntonCorbijn,Drama,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980. en manchestercity medicine newlove epilepsy wife punk recordingcontract recordproducer recordlabel music independentfilm extramaritalaffair musicband",5708.0
The Terminator,ArnoldSchwarzenegger MichaelBiehn,JamesCameron,Action Thriller ScienceFiction,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine? en savingtheworld artificialintelligence rebel cyborg shotgun killerrobot sunglasses dystopia carchase lasergun urbansetting futurewar",218.0
"Good bye, Lenin!",DanielBrühl KatrinSass,WolfgangBecker,Comedy Drama Romance,An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack. de bureaucracy berlinwall policestate coma lossofmother wifehusbandrelationship patriotism germandemocraticrepublic socialism newsbroadcast lossoffather lenin single   filmescontraocomunismo,338.0
The Damned United,MichaelSheen TimothySpall,TomHooper,Drama,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor en england leedsunited sport brighton soccer cup derbycounty management soccerteam",21641.0
The Return of the Living Dead,CluGulager JamesKaren,DanO'Bannon,Comedy Horror,"When a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to re-animate as they go on a rampage seeking their favorite food: brains! en femalenudity crematorium nudity punk company independentfilm undead decapitation zombie paramedic attic cemetary dismemberment warehouse stairs nightofthelivingdead walkingdead louisville",10925.0
Mallrats,JasonLee JeremyLondon,KevinSmith,Romance Comedy,"Both dumped by their girlfriends, two best friends seek refuge in the local mall. en sex gameshow slacker shopping mall ex-boyfriendex-girlfriendrelationship jayandsilentbob silentman coke bandleader aftercreditsstinger",2293.0
Grease,JohnTravolta OliviaNewton-John,RandalKleiser,Romance,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends? en flyingcar streetgang running graduation musical rivalry gossip makeover basedonstagemusical automobileracing nostalgic greaser wolfwhistle schooldance animatedcredits peprally wrongsideofthetracks mooning schoolprincipal",621.0
Platoon,TomBerenger CharlieSheen,OliverStone,Drama War Action,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man. en famousscore hero mine vietnamwar village gore jungle fword soldier battle combat 1960s",792.0
Fahrenheit 9/11,RobertDeNiro MichaelMoore,MichaelMoore,Documentary,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq. en usapresident jihad saudiarabia waronterror iraq government war steelhelmet conspiracytheory,1777.0
Butch Cassidy and the Sundance Kid,PaulNewman RobertRedford,GeorgeRoyHill,History Drama Western Crime,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all. en wyoming historicalfigure lootsharing",642.0
Mary Poppins,JulieAndrews DickVanDyke,RobertStevenson,Comedy Family Fantasy,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again. en londonengland dancing parentskidsrelationship bank brothersisterrelationship famousscore confidence nanny laughing magic chimneysweeper musical liveactionandanimation",433.0
Ordinary People,DonaldSutherland MaryTylerMoore,RobertRedford,Drama,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together. en posttraumaticstressdisorder depression suicideattempt grief dysfunctionalfamily guilt deathofson grieving",16619.0
West Side Story,NatalieWood RichardBeymer,RobertWise JeromeRobbins,Crime Drama Music,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy. en slum streetgang loveatfirstsight showdown puertorican immigrant highway forbiddenlove musical rivalry feud interracialrelationship sondheim attemptedrape policeman basedonstagemusical obsessivelove liftingfemaleinair younglove moderndayadaptation shakespeareinmoderndress",1725.0
Caddyshack,ChevyChase RodneyDangerfield,HaroldRamis,Comedy,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors. en golf underwear sport golfcourse gopher",11977.0
The Brothers,MorrisChestnut D.L.Hughley,GaryHardwick,Comedy Drama Romance,"This is the story of four African-American ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselves ""The Brothers"". When the playboy gets engaged, the other three friends find themselves having to come to terms with their own issues of commitment and honesty... en independentfilm trackandfield gangsterrap",20322.0
The Wood,OmarEpps RichardT.Jones,RickFamuyiwa,Comedy Drama Romance,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era. en ",16158.0
The Usual Suspects,StephenBaldwin GabrielByrne,BryanSinger,Drama Crime Thriller,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess. en law relatives theft criminal criminalmastermind hungarian sibling",629.0
A Nightmare on Elm Street 5: The Dream Child,RobertEnglund LisaWilcox,StephenHopkins,Horror Thriller,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son? en nun baby monster asylum nightmare supernatural resurrection vision torture pregnancy birth disfigurement fetus womb dreams",10160.0
National Lampoon’s Van Wilder,RyanReynolds TaraReid,WaltBecker,Comedy Romance,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated. en malenudity femalenudity sex college lockerroom doggystyle flirting exposé pug bonbon fraternitypledge greekletter laxative",11452.0
The Wrestler,MickeyRourke MarisaTomei,DarrenAronofsky,Drama Romance,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback. en supermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemption",12163.0
Duel in the Sun,JenniferJones JosephCotten,KingVidor,Western,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad. en halfbreed",32275.0
Best in Show,JayBrazeau ParkerPosey,ChristopherGuest,Comedy,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them. en illinois petshop poodle independentfilm mockumentary terrier kimono",13785.0
Escape from New York,KurtRussell LeeVanCleef,JohnCarpenter,ScienceFiction Action,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him. en taxi streetgang usapresident warveteran hostage kidnapping liberationofprisoners antihero gangsterboss dystopia policeoperation attempttoescape cyberpunk reluctanthero",1103.0
School Daze,SamuelL.Jackson LaurenceFishburne,SpikeLee,Comedy Drama,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent. en musical,36739.0
Daddy Day Camp,CubaGoodingJr. TamalaJones,FredSavage,Comedy Family,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp. en competition grandfathergrandsonrelationship vomit summercamp toilet rivalry colonel",14144.0
Mr. Nice Guy,JackieChan RichardNorton,SammoHung,Crime Action Comedy,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape. cn journalist martialarts cook drugdealer,10622.0
A Mighty Wind,BobBalaban ChristopherGuest,ChristopherGuest,Comedy Music,"In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall. en mockumentary folksinger",13370.0
Mystic Pizza,AnnabethGish JuliaRoberts,DonaldPetrie,Comedy Drama Romance,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut. en independentfilm commitment lobster portugueseamerican,11191.0
Sliding Doors,GwynethPaltrow JohnHannah,PeterHowitt,Comedy Drama Fantasy Romance,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge. en doublelife commercial fantasy chance marketing timetravel inflagranti ambiguousending alternativereality",10215.0
Tales from the Hood,ClarenceWilliamsIII CorbinBernsen,RustyCundieff,Crime Horror Thriller,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business. en prison childabuse kukluxklan policebrutality ghetto anthology evildoll murder hood dirtycop funeralhome,25066.0
The Last King of Scotland,ForestWhitaker JamesMcAvoy,KevinMacdonald,Drama,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor. en dictator 1970s general kidnapping naivety luxury oscaraward charisma polygamy uganda dictatorship",1523.0
Halloween 5: The Revenge of Michael Myers,DonaldPleasence DanielleHarris,DominiqueOthenin-Girard,Horror Thriller,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree. en sheriff barn black sequel boogeyman maskedkiller slasher youth psychiatrist killer kitten scythe heroine pitchfork psychotronic michaelmyers",11361.0
Bernie,JackBlack ShirleyMacLaine,RichardLinklater,Comedy Crime Drama,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder. en prisonvisit funeraldirector funeralhome amateurtheater embezzlement missingpersonscase hiddencorpse estrangedfamilymember jurytrial hick stockbroker corpseinfreezer confessionofcrime duringcreditsstinger",92591.0
Dolphins and Whales: Tribes of the Ocean,DarylHannah CharlotteRampling,Jean-JacquesMantello,Documentary,"This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love of a Humpback mother for her newborn calf, the singing Humpback males, an orca the mighty King of the ocean, and the gentle manatee. Little-known aspects of these creatures capable of sophisticated communication and social interaction. Documents the life of these graceful, majestic yet endangered sea creatures en dolphin whale killerwhale imax 3d manatee conservation",57612.0
Pollock,EdHarris MarciaGayHarden,EdHarris,Drama Romance,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral. en artist success relationshipproblems alcoholism independentfilm fallinginlove",12509.0
200 Cigarettes,BenAffleck CaseyAffleck,RisaBramonGarcia,Comedy Drama Romance,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses. en newyear'seve independentfilm relationship womandirector lowereastside",15256.0
The Words,BradleyCooper ZoeSaldana,BrianKlugman LeeSternthal,Drama Thriller,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words. en plagiarizedbook stolennovel plagiarizednovel aspiringwriter",83686.0
Casa De Mi Padre,WillFerrell GaelGarcíaBernal,MattPiedmont,Comedy Western,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord. en mexico organizedcrime druglord padre aftercreditsstinger duringcreditsstinger",80304.0
City Island,AndyGarcía JuliannaMargulies,RaymondDeFelitta,Drama Comedy,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private. en secret fetishism stripper familysecrets convict chubbywoman extramaritalaffair",28053.0
